,PC1,PC2,labels,Player,Rk_x,Pos_x,Age_x,Tm_x,G_x,MP_x,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Tm_y,G_y,Rk_y,Pos_y,Age_y,GS,MP_y,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1003,-0.0794718640401657,3.539214205473349,2,Stanton Kidd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,4,265,SF,27,0,15,0.0,7.2,0.0,0.0,2.4,0.0,0.0,4.8,0.0,0.0,0.0,0.74301374,0.0,7.2,7.2,2.4,0.0,0.0,4.8,7.2,0.0
1004,-2.1071833811870304,0.05784227303764441,7,Stephen Curry,124.0,PG,30.0,GSW,69.0,2331.0,24.4,0.6409999999999999,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,,7.2,2.5,9.7,0.19899999999999998,,7.1,-0.5,6.6,5.1,GSW,5,116,PG,31,5,139,8.5,21.2,0.402,3.1,12.7,0.245,5.4,8.5,0.636,6.7,6.7,1.0,1.0,5.7,6.7,8.5,1.3,0.5,4.1,2.8,26.9
1005,-0.2448996733368143,-0.14347495411490335,6,Sterling Brown,76.0,SG,23.0,MIL,58.0,1034.0,10.9,0.563,0.47100000000000003,0.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,,0.7,1.4,2.1,0.098,,-1.8,0.3,-1.5,0.1,MIL,45,71,SF,24,1,665,4.3,11.8,0.367,1.9,6.2,0.316,2.4,5.6,0.423,1.5,1.9,0.771,1.5,7.4,8.9,2.5,1.2,0.4,1.9,2.4,12.1
1006,1.9407528674942705,-1.5425974769736992,1,Steven Adams,4.0,C,25.0,OKC,80.0,2669.0,18.5,0.591,0.002,0.361,14.7,14.8,14.7,6.6,2.0,2.4,12.6,16.4,,5.1,4.0,9.1,0.163,,0.7,0.4,1.1,2.1,OKC,58,1,C,26,58,1564,6.0,10.2,0.591,0.0,0.1,0.33299999999999996,6.0,10.1,0.593,2.5,4.2,0.59,4.5,8.0,12.5,3.2,1.2,1.5,2.0,2.6,14.6
1007,-1.5991649788870974,-0.1480066444741308,7,Sviatoslav Mykhailiuk,370.0,SF,21.0,TOT,42.0,440.0,6.0,0.447,0.636,0.14300000000000002,2.2,6.2,4.2,10.9,1.5,0.2,12.4,16.0,,-0.4,0.3,-0.1,-0.012,,-3.9,-1.1,-5.0,-0.3,DET,56,354,SF,22,27,1265,4.7,11.5,0.41,3.3,8.1,0.40399999999999997,1.5,3.4,0.425,1.6,2.0,0.814,0.5,2.5,3.0,3.0,1.2,0.1,1.7,2.5,14.3
1008,-1.5991649788870974,-0.1480066444741308,7,Sviatoslav Mykhailiuk,370.0,SF,21.0,LAL,39.0,420.0,5.8,0.451,0.644,0.152,2.0,6.3,4.2,10.1,1.4,0.2,12.4,15.9,,-0.4,0.3,-0.1,-0.013000000000000001,,-4.1,-1.1,-5.2,-0.3,DET,56,354,SF,22,27,1265,4.7,11.5,0.41,3.3,8.1,0.40399999999999997,1.5,3.4,0.425,1.6,2.0,0.814,0.5,2.5,3.0,3.0,1.2,0.1,1.7,2.5,14.3
1009,1.7361129080953093,0.2096513652474821,3,T.J. Leaf,296.0,PF,21.0,IND,58.0,522.0,16.9,0.5720000000000001,0.16899999999999998,0.16899999999999998,9.3,17.1,13.3,6.9,0.8,3.2,5.8,17.5,,0.9,0.7,1.6,0.14800000000000002,,0.3,-0.6,-0.3,0.2,IND,25,283,PF,22,1,193,5.6,12.9,0.435,0.9,2.6,0.35700000000000004,4.7,10.3,0.455,1.3,2.2,0.583,3.9,8.0,11.9,1.1,1.5,0.6,1.3,3.4,13.4
1010,-1.9883198625427005,-0.8127092172817709,7,T.J. McConnell,335.0,PG,26.0,PHI,76.0,1470.0,13.4,0.555,0.1,0.08800000000000001,2.1,10.2,6.3,24.7,2.5,0.9,17.3,15.0,,1.2,1.7,2.9,0.094,,-1.8,0.9,-0.9,0.4,IND,63,317,PG,27,3,1188,5.7,11.0,0.517,0.2,0.5,0.33299999999999996,5.5,10.5,0.524,0.9,1.1,0.833,1.0,4.0,4.9,9.6,1.3,0.3,2.6,2.1,12.4
1011,-0.9096756664194461,-0.9874159137582867,0,T.J. Warren,502.0,SF,25.0,PHO,43.0,1360.0,16.3,0.58,0.295,0.203,2.5,11.8,7.1,7.7,1.8,1.8,7.2,22.7,,1.6,0.5,2.1,0.07400000000000001,,0.9,-1.1,-0.2,0.6,IND,61,486,SF,26,61,1984,8.3,15.8,0.529,1.3,3.3,0.375,7.1,12.4,0.5710000000000001,2.7,3.4,0.812,1.1,3.3,4.4,1.6,1.3,0.5,1.4,3.1,20.7
1012,6.328669584264494,-0.39992358418587903,5,Tacko Fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,6,146,C,24,0,24,13.5,18.0,0.75,0.0,0.0,0,13.5,18.0,0.75,1.5,4.5,0.333,0.0,16.5,16.5,0.0,0.0,3.0,4.5,7.5,28.5
1013,0.6417487823468816,-1.4210119015349312,1,Taj Gibson,184.0,PF,33.0,MIN,70.0,1686.0,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,,3.7,1.4,5.1,0.14400000000000002,,0.3,-0.4,-0.1,0.8,NYK,62,168,C,34,56,1025,5.9,10.0,0.584,0.1,0.5,0.28600000000000003,5.7,9.6,0.599,1.4,2.0,0.732,3.9,5.5,9.4,1.8,0.9,1.1,1.7,4.3,13.3
1014,-2.428670685747087,4.787342281004513,2,Talen Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,2,223,SG,19,0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0,0.0,0.0,0.74301374,0.0,0.0,0.0,14.4,7.2,0.0,0.0,0.0,0.0
1015,-1.307033002227297,2.124202465005524,4,Tariq Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHO,3,379,PF,24,0,15,2.4,12.0,0.2,0.0,4.8,0.0,2.4,7.2,0.33299999999999996,4.8,4.8,1.0,4.8,2.4,7.2,0.0,2.4,0.0,0.0,2.4,9.6
1016,-0.6640688957040055,-0.6980671426849001,0,Taurean Prince,500.0,SF,24.0,ATL,55.0,1552.0,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,,0.8,0.7,1.5,0.047,,-1.0,-1.0,-2.0,0.0,BRK,64,483,SF,25,61,1857,5.4,14.3,0.376,2.8,8.4,0.33899999999999997,2.6,6.0,0.429,1.4,1.7,0.798,1.0,6.4,7.4,2.2,1.1,0.5,2.5,3.1,15.0
1017,-0.5213412002460865,0.4677025010929368,6,Terance Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC,35,305,SG,23,6,271,2.9,7.2,0.407,0.4,1.6,0.25,2.5,5.6,0.452,1.2,1.6,0.75,0.5,3.9,4.4,5.0,1.1,0.7,1.9,4.8,7.4
1018,-1.3039229624910904,-1.3594880692465778,0,Terence Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,64,120,SG,22,2,1087,6.0,12.9,0.463,2.9,7.4,0.396,3.1,5.6,0.55,1.5,1.7,0.865,1.5,5.7,7.2,3.5,1.1,0.4,2.2,3.4,16.4
1019,-0.6824328878971477,-0.5607180395242108,0,Terrance Ferguson,166.0,SG,20.0,OKC,74.0,1931.0,6.4,0.5660000000000001,0.6729999999999999,0.11800000000000001,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,,1.2,1.6,2.8,0.07,,-3.9,0.1,-3.8,-0.9,OKC,50,149,SF,21,37,1170,2.3,6.1,0.372,1.4,4.8,0.297,0.9,1.4,0.636,0.5,0.6,0.789,0.7,1.5,2.2,1.4,0.8,0.5,0.9,4.4,6.4
1020,-1.243365469106588,-0.6765689567958014,7,Terrence Ross,430.0,SG,27.0,ORL,81.0,2150.0,15.4,0.561,0.551,0.14,1.3,12.8,7.0,9.9,1.6,1.1,7.6,23.9,,1.7,2.6,4.3,0.095,,1.1,-0.3,0.8,1.5,ORL,63,420,SG,28,0,1723,6.6,16.2,0.407,3.4,9.5,0.35700000000000004,3.2,6.7,0.47700000000000004,2.8,3.4,0.845,0.3,4.0,4.2,1.5,1.4,0.5,1.3,2.0,19.4
1021,-1.9718124059593436,-0.6794974470764129,7,Terry Rozier,431.0,PG,24.0,BOS,79.0,1791.0,12.9,0.501,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1.0,8.8,18.6,,0.9,2.3,3.2,0.086,,-0.7,0.5,-0.2,0.8,CHO,63,421,PG,25,63,2164,6.6,15.7,0.423,2.9,7.0,0.40700000000000003,3.8,8.6,0.436,2.8,3.2,0.874,0.8,3.8,4.6,4.3,1.0,0.2,2.3,2.1,18.9
1022,2.977384163429785,0.05997696636879382,3,Thabo Sefolosha,441.0,SF,34.0,UTA,50.0,609.0,12.1,0.599,0.523,0.14800000000000002,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,,0.2,1.2,1.5,0.115,,-1.6,3.1,1.5,0.5,HOU,41,432,PF,35,0,436,3.1,7.5,0.407,1.2,4.5,0.278,1.8,3.1,0.595,0.2,0.7,0.375,1.7,5.9,7.7,2.1,2.0,1.0,1.2,3.6,7.6
1023,0.7831349428662825,-0.5294094326012705,1,Thaddeus Young,525.0,PF,30.0,IND,81.0,2489.0,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12.0,2.4,1.3,12.0,18.0,,3.0,3.9,6.9,0.133,,0.4,1.1,1.5,2.2,CHI,64,510,PF,31,16,1591,6.1,13.6,0.448,1.8,5.0,0.35600000000000004,4.3,8.6,0.501,1.0,1.6,0.583,2.1,5.0,7.1,2.6,2.1,0.5,2.3,3.0,14.9
1024,2.7018205905422037,1.1071928149716566,3,Thanasis Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL,18,14,SF,27,2,93,7.4,13.9,0.528,0.0,2.7,0.0,7.4,11.2,0.655,2.7,5.8,0.467,4.3,3.1,7.4,3.5,2.3,0.8,4.3,5.0,17.4
